Provincia,Municipio,Localidad,Nombre,Ubicación
SEVILLA,Mairena del Alcor,MAIRENA DEL ALCOR,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD MAIRENA DEL ALCOR
SEVILLA,"Navas de la Concepción, Las",NAVAS DE LA CONCEPCIÓN (LAS),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL LAS NAVAS
SEVILLA,"Palacios y Villafranca, Los",PALACIOS Y VILLAFRANCA (LOS),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LOS PALACIOS  - "NTRA. SRA. DE LAS NIEVES"
SEVILLA,Pruna,PRUNA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL PRUNA
SEVILLA,"Puebla de Cazalla, La",PUEBLA DE CAZALLA (LA),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LA PUEBLA DE CAZALLA
SEVILLA,"Puebla de los Infantes, La",PUEBLA DE LOS INFANTES (LA),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL LA PUEBLA DE LOS INFANTES
SEVILLA,"Rinconada, La",SAN JOSE DE LA RINCONADA ,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD SAN JOSE DE LA RINCONADA - LOS CARTEROS
SEVILLA,"Rinconada, La",RINCONADA (LA),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LA RINCONADA
SEVILLA,"Ronquillo, El",RONQUILLO (EL),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL EL RONQUILLO
SEVILLA,"Saucejo, El",SAUCEJO (EL),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD EL SAUCEJO
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD EL CACHORRO
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD EL GRECO
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD RONDA HISTÓRICA
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BELLAVISTA
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD AMATE
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ALCOSA - "MERCEDES NAVARRO"
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD TORREBLANCA
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD SAN JERÓNIMO
SEVILLA,Sevilla,SEVILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD PINO MONTANO B
SEVILLA,Utrera,EL PALMAR DE TROYA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL EL PALMAR DE TROYA
SEVILLA,Villanueva del Río y Minas,VILLAVERDE DEL RÍO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL VILLAVERDE DEL RÍO
SEVILLA,Villanueva del Río y Minas,VILLANUEVA DEL RÍO Y MINAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL VILLANUEVA DEL RÍO Y MINAS
SEVILLA,Isla Mayor,ISLA MAYOR,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ISLA MAYOR
SEVILLA,"Cuervo de Sevilla, El",CUERVO DE SEVILLA (EL),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD EL CUERVO
SORIA,Almazán,ALMAZÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMAZÁN
SORIA,Arcos de Jalón,ARCOS DE JALÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARCOS DE JALÓN
SORIA,Berlanga de Duero,BERLANGA DE DUERO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERLANGA DE DUERO
SORIA,Langa de Duero,LANGA DE DUERO,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL LANGA DE DUERO
SORIA,Medinaceli,MEDINACELI,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL MEDINACELI
SORIA,Ólvega,ÓLVEGA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ÓLVEGA
SORIA,San Esteban de Gormaz,SAN ESTEBAN DE GORMAZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN ESTEBAN DE GORMAZ
SORIA,San Leonardo de Yagüe,SAN LEONARDO DE YAGÜE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN LEONARDO DE YAGÜE
SORIA,San Pedro Manrique,SAN PEDRO MANRIQUE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN PEDRO MANRIQUE
SORIA,Soria,SORIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SORIA SUR
TARRAGONA,Amposta,AMPOSTA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO DE URGENCIAS AMPOSTA SERVEI D´URGENCIAS DEL MONTSIÁ
TARRAGONA,Flix,FLIX,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD FLIX
TARRAGONA,Mont-roig del Camp,MIAMI PLATJA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CONSULTORIO LOCAL MIAMI PLATJA
TARRAGONA,"Morell, El",MORELL (EL),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD EL MORELL
TARRAGONA,Santa Coloma de Queralt,SANTA COLOMA DE QUERALT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANTA COLOMA DE QUERALT
CÁCERES,Berzocana,BERZOCANA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERZOCANA
CÁCERES,Bohonal de Ibor,BOHONAL DE IBOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BOHONAL DE  IBOR
CÁCERES,Cabezuela del Valle,CABEZUELA DEL VALLE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CABEZUELA DEL VALLE
CÁCERES,Cáceres,ALDEA MORET,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CÁCERES - ALDEA MORET
CÁCERES,Cáceres,CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CÁCERES-SUR
CÁCERES,Cáceres,CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),HOSPITAL NTRA. SRA. DE  LA MONTAÑA
CÁCERES,Cáceres,CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CÁCERES-NORTE
CÁCERES,Cañaveral,CAÑAVERAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CAÑAVERAL
CÁCERES,Casar de Cáceres,CASAR DE CÁCERES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO DE SALUD CASAR DE CÁCERES
CÁCERES,Casas del Castañar,CASAS DEL CASTAÑAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASAS DEL CASTAÑAR
CÁCERES,Ceclavín,CECLAVÍN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CECLAVÍN
CÁCERES,Cilleros,CILLEROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CILLEROS
CÁCERES,Coria,CORIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CORIA
CÁCERES,Deleitosa,DELEITOSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL DELEITOSA
CÁCERES,Guadalupe,GUADALUPE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GUADALUPE
CÁCERES,Logrosán,LOGROSÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LOGROSÁN
CÁCERES,Madroñera,MADROÑERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MADROÑERA
CÁCERES,Mohedas de Granadilla,MOHEDAS DE GRANADILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MOHEDAS DE GRANADILLA
CÁCERES,Moraleja,MORALEJA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MORALEJA
CÁCERES,Navas del Madroño,NAVAS DEL MADROÑO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVAS DE L MADROÑO
CÁCERES,Pinofranqueado,PINOFRANQUEADO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PINOFRANQUEADO
CÁCERES,Salorino,SALORINO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SALORINO
CÁCERES,Torre de Don Miguel,TORRE DE DON MIGUEL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORRE DE  DON MIGUEL
CÁCERES,Trujillo,TRUJILLO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TRUJILLO
CÁCERES,Valverde del Fresno,VALVERDE DEL FRESNO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALVERDE DEL FRESNO
CÁCERES,Villanueva de la Sierra,VILLANUEVA DE LA SIERRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VILLANUEVA DE  LA SIERRA
CÁCERES,Zarza de Granadilla,ZARZA DE GRANADILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ZARZA DE GRANADILLA
CÁDIZ,Puerto Serrano,PUERTO SERRANO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL PUERTO SERRANO
CÁDIZ,Rota,ROTA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ROTA
CÁDIZ,San Roque,SAN ROQUE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD SAN ROQUE
CÁDIZ,San Roque,SAN ENRIQUE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL SAN ENRIQUE GUADIARO
CÁDIZ,Trebujena,TREBUJENA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD TREBUJENA
CÁDIZ,Villamartín,VILLAMARTÍN,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD VILLAMARTÍN
CÁDIZ,San José del Valle,SAN JOSÉ DEL VALLE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL SAN JOSÉ DEL VALLE
CASTELLÓN,Atzeneta del Maestrat,ATZENETA DEL MAESTRAT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ATZENETA DEL MAESTRAT
CASTELLÓN,Albocàsser,ALBOCÀSSER,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALBOCÀSSER
CASTELLÓN,Almenara,ALMENARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMENARA
CASTELLÓN,Artana,ARTANA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARTANA
CASTELLÓN,Betxí,BETXÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BETXÍ
CASTELLÓN,Benicarló,BENICARLÓ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENICARLÓ
CASTELLÓN,Borriol,BORRIOL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL BORRIOL
CASTELLÓN,Borriana/Burriana,BURRIANA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BURRIANA
CASTELLÓN,Castellón de la Plana/Castelló de la Plana,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CASTELLÓN - EL GRAO
CASTELLÓN,Cinctorres,CINCTORRES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CINCTORRES
CASTELLÓN,"Coves de Vinromà, les",COVES DE VINROMÀ (LES),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD COVES VINROMA
CASTELLÓN,Forcall,FORCALL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD FORCALL
CASTELLÓN,Lucena del Cid,LUCENA DEL CID,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL LUCENA DEL CID
CASTELLÓN,Montanejos,MONTANEJOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONTANEJOS
CASTELLÓN,Morella,MORELLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MORELLA
CASTELLÓN,Nules,NULES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NULES
CASTELLÓN,Onda,ONDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ONDA
CASTELLÓN,Oropesa del Mar/Orpesa,OROPESA DEL MAR/ORPESA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL OROPESA DEL MAR
CASTELLÓN,"Pobla de Benifassà, la",POBLA DE BENIFASSÀ (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL POBLA DE BENIFASSÀ
CASTELLÓN,Sant Mateu,SANT MATEU,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANT MATEU
CASTELLÓN,Segorbe,SEGORBE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SERVICIOS INTEGRALES ALTO PALANCIA
CASTELLÓN,Torreblanca,TORREBLANCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORREBLANCA
CASTELLÓN,Traiguera,TRAIGUERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TRAIGUERA
CASTELLÓN,Vall d'Alba,VALL D'ALBA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA VALL D´ÁLBA
CASTELLÓN,Villafranca del Cid/Vilafranca,VILLAFRANCA DEL CID/VILAFRANCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAFRANCA CID
CASTELLÓN,Vinaròs,VINARÒS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VINARÓS
CASTELLÓN,Vistabella del Maestrazgo,VISTABELLA DEL MAESTRAZGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VISTABELLA DEL MAESTRAZGO
TOLEDO,Yepes,YEPES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD YEPES
VALENCIA,Ador,ADOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ADOR
VALENCIA,Alberic,ALBERIC,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALBERIC
VALENCIA,Alzira,ALZIRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALZIRA
VALENCIA,"Alcúdia, l'",ALCÚDIA (L'),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD L´ ALCUDIA
VALENCIA,Alfafar,ALFAFAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALFAFAR
VALENCIA,Algemesí,ALGEMESÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALGEMESÍ
VALENCIA,Aielo de Malferit,AIELO DE MALFERIT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL AIELO DE MALFERIT
VALENCIA,Bellreguard,BELLREGUARD,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BELLREGUARD
VALENCIA,Benigànim,BENIGÁNIM,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENIGÁNIM
VALENCIA,Bétera,BÉTERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BÉTERA
VALENCIA,Buñol,BUÑOL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BUÑOL
VALENCIA,Carcaixent,CARCAIXENT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARCAIXENT
VALENCIA,Càrcer,CÀRCER,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CÀRCER
VALENCIA,Carlet,CARLET,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SERVICIOS INTEGRALES CARLET
VALENCIA,Castelló de Rugat,CASTELLÓ DE RUGAT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASTELLÓ DE RUGAT
VALENCIA,Catarroja,CATARROJA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CATARROJA
VALENCIA,Cortes de Pallás,CORTES DE PALLÁS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CORTES DE PALLÁS
VALENCIA,Quart de Poblet,QUART DE POBLET,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD QUART DE POBLET
VALENCIA,Chelva,CHELVA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CHELVA
VALENCIA,Chella,CHELLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CHELLA
VALENCIA,Xirivella,XIRIVELLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD XIRIVELLA
VALENCIA,Enguera,ENGUERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ENGUERA
ALICANTE,Benidorm,BENIDORM,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL BENIDORM - LES FOIETES
ALICANTE,Benidorm,BENIDORM,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENIDORM - RINCÓN DE LOIX
ALICANTE,Benilloba,BENILLOBA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENILLOBA
ALICANTE,Benissa,BENISSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENISSA
ALICANTE,Biar,BIAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BIAR
ALICANTE,Bigastro,BIGASTRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BIGASTRO
ALICANTE,Calp,CALPE/CALP,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALPE
ALICANTE,Callosa d'en Sarrià,CALLOSA D'EN SARRIÀ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALLOSA D´ EN SARRIÁ
ALICANTE,Callosa de Segura,CALLOSA DE SEGURA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALLOSA  DE  SEGURA
ALICANTE,"Campello, el",CAMPELLO (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL CAMPELLO
ALICANTE,Castalla,CASTALLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASTALLA
ALICANTE,Cocentaina,COCENTAINA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD COCENTAINA
ALICANTE,Crevillent,CREVILLENT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CREVILLENT
ALICANTE,Dénia,DÉNIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SERVICIOS INTEGRALES DÉNIA II
ALICANTE,Dénia,DÉNIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD DÉNIA
ALICANTE,Dolores,DOLORES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD DOLORES
ALICANTE,Elche/Elx,ELCHE/ELX,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ELX - CARRÚS OESTE "EL TOSCAR"
ALICANTE,Elda,ELDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ELDA
ALICANTE,Gata de Gorgos,GATA DE GORGOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GATA DE GORGOS
ALICANTE,Guardamar del Segura,GUARDAMAR DEL SEGURA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GUARDAMAR DEL SEGURA
ALICANTE,Ibi,IBI,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD IBI
ALICANTE,Jávea/Xàbia,JÁVEA/XÀBIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD JÁVEA
ALICANTE,Jijona/Xixona,JIJONA/XIXONA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD XIXONA
ALICANTE,Monforte del Cid,MONFORTE DEL CID,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONFORTE CID
ALICANTE,Monóvar/Monòver,MONÓVAR/MONÒVER,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONÓVAR
ALICANTE,"Nucia, la",NUCIA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SERVICIOS INTEGRALES LA NUCIA
ALICANTE,"Nucia, la",NUCIA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA NUCIA
ALICANTE,Ondara,ONDARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ONDARA
ALICANTE,Pedreguer,PEDREGUER,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PEDREGUER
ALICANTE,"Pinós, el/Pinoso",PINÓS (EL)/PINOSO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PINOSO
ALICANTE,Rojales,ROJALES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ROJALES
ALICANTE,San Vicente del Raspeig/Sant Vicent del Raspeig,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL SAN VICENTE DEL RASPEIG
ÁLAVA,Amurrio,AMURRIO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AMURRIO
ALICANTE,Villena,VILLENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SERVICIOS INTEGRALES VILLENA
ALICANTE,Villena,VILLENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLENA I
ALMERÍA,Abla,ABLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ABLA
ALMERÍA,Almería,CAÑADA DE SAN URBANO (LA),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LA CAÑADA
ALMERÍA,Almería,ALMERÍA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO ESPECIALIDADES BOLA AZUL
ALMERÍA,Almería,ALMERÍA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD NICOLÁS SALMERÓN
ZAMORA,Mombuey,MOMBUEY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARBALLEDA
VALLADOLID,Villafrechós,VILLAFRECHÓS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAFRECHÓS
VIZCAYA,Karrantza Harana/Valle de Carranza,KARRANTZA HARANA/VALLE DE CARRANZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARRANZA
VIZCAYA,Gorliz,GORLIZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GORLIZ
SEGOVIA,Riaza,RIAZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD RIAZA
SEGOVIA,Sacramenia,SACRAMENIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SACRAMENIA
SEGOVIA,Real Sitio de San Ildefonso,SAN ILDEFONSO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN ILDEFONSO - LA GRANJA
SEGOVIA,Santa María la Real de Nieva,SANTA MARÍA LA REAL DE NIEVA,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL SANTA MARÍA LA REAL DE NIEVA
SEGOVIA,Segovia,SEGOVIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SEGOVIA III
SEGOVIA,Sepúlveda,SEPÚLVEDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SEPÚLVEDA
SEGOVIA,Turégano,TURÉGANO,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL TURÉGANO
LUGO,Cervantes,SAN ROMAN DE CERVANTES (SAN ROMAN),ZONA ESPECIAL DE URGENCIAS (ZEU),CENTRO SALUD SAN ROMAN
LUGO,Chantada,CHANTADA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CHANTADA
LUGO,Folgoso do Courel,FOLGOSO DO COUREL (SANTA MARÍA),ZONA ESPECIAL DE URGENCIAS (ZEU),CENTRO SALUD FOLGOSO DO COUREL
LUGO,Guntín,GUNTÍN DE PALLARES (SAN SALVADOR),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GUNTIN
LUGO,Mondoñedo,SANTIAGO DE MONDOÑEDO (SANTIAGO),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONDOÑEDO
LUGO,Navia de Suarna,POBRA DE NAVIA (A) (SANTA MARÍA MADANELA),ZONA ESPECIAL DE URGENCIAS (ZEU),CENTRO SALUD AVIA DE SUARNA
LUGO,Outeiro de Rei,OUTEIRO DE REI (SAN XOAN),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO DE URGENCIAS OUTEIRO DE REI
LUGO,Quiroga,QUIROGA (SAN MARTIÑO),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD QUIROGA
LUGO,Ribadeo,RIBADEO (SANTA MARÍA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD RIBADEO
LUGO,Vilalba,VILALBA (SANTA MARÍA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILALBA
LUGO,Burela,BURELA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO DE URGENCIAS BURELA
